project_id,project_start_date,project_end_date,type_of_project,project_status,reporter_id,approver_id,CLIENT_ID,tech_coe,proposition_coe,is_active_project,is_overrunning,days_until_end,ramp_down_window,tech_coe_primary
CLIENT_80_008,27-01-2025,28-01-2025,Managed Services,COMPLETE,EMP195,EMP233,CLIENT_80,Data Engineering,Core Reporting,False,False,-515,none,Data Engineering
CLIENT_299_001,17-02-2023,31-03-2024,Client Project,COMPLETE,EMP306,EMP445,CLIENT_299,,Core Reporting,False,False,-818,none,
CLIENT_20_025,27-03-2023,30-06-2023,Client Project,COMPLETE,EMP903,EMP903,CLIENT_20,,,False,False,-1093,none,
CLIENT_193_003,01-04-2022,30-06-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_193,,,False,False,-1458,none,
CLIENT_9_041,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1527,none,
CLIENT_291_001,07-12-2022,13-12-2022,Client Project,COMPLETE,EMP684,EMP684,CLIENT_291,,,False,False,-1292,none,
CLIENT_20_030,07-08-2023,31-08-2026,Client Project,ACTIVE,EMP22,EMP403,CLIENT_20,TechOps and Automation,Managed Services,True,False,65,90_days,TechOps and Automation
CLIENT_68_001,17-07-2023,28-07-2023,Client Project,COMPLETE,EMP1031,EMP762,CLIENT_68,,,False,False,-1065,none,
CLIENT_9_125,25-07-2022,26-08-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1401,none,
CLIENT_9_204,20-05-2024,31-12-2026,Client Project,ACTIVE,EMP210,EMP210,CLIENT_9,Software Development and LLMs,Other,True,False,187,none,Software Development and LLMs
CLIENT_56_004,02-03-2026,24-04-2026,Client Project,COMPLETE,EMP732,EMP425,CLIENT_56,Data Engineering,Core Reporting,False,False,-64,none,Data Engineering
CLIENT_84_001,14-07-2025,05-09-2025,Client Project,COMPLETE,EMP22,EMP428,CLIENT_84,Data Engineering;BI and Reporting,Exit Support,False,False,-295,none,Data Engineering
CLIENT_33_005,06-01-2020,31-12-2020,Client Project,COMPLETE,,,CLIENT_33,,,False,False,-2004,none,
CLIENT_300_001,01-03-2022,21-04-2022,Client Project,COMPLETE,EMP533,EMP233,CLIENT_300,,,False,False,-1528,none,
CLIENT_132_001,01-12-2025,15-12-2025,Client Project,COMPLETE,EMP809,EMP95,CLIENT_132,BI and Reporting,Core Reporting,False,False,-194,none,BI and Reporting
CLIENT_301_002,18-08-2025,26-09-2025,Client Project,COMPLETE,EMP452,EMP167,CLIENT_301,BI and Reporting;Consulting,Exit Support,False,False,-274,none,BI and Reporting
CLIENT_43_035,27-11-2023,23-02-2024,Client Project,COMPLETE,EMP638,EMP638,CLIENT_43,,Core Reporting,False,False,-855,none,
CLIENT_302_004,12-01-2026,31-08-2026,Managed Services,ACTIVE,EMP479,EMP762,CLIENT_302,BI and Reporting,Managed Service,True,False,65,90_days,BI and Reporting
CLIENT_23_014,02-06-2025,19-09-2025,Client Project,COMPLETE,EMP306,EMP249,CLIENT_23,BI and Reporting,Exit Support,False,False,-281,none,BI and Reporting
CLIENT_189_004,23-12-2024,02-03-2025,Client Project,COMPLETE,,EMP231,CLIENT_189,Data Engineering,Core Reporting,False,False,-482,none,Data Engineering
CLIENT_250_004,18-11-2024,24-11-2024,Client Project,COMPLETE,EMP195,EMP195,CLIENT_250,BI and Reporting,Due Diligence,False,False,-580,none,BI and Reporting
CLIENT_9_119,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP533,EMP210,CLIENT_9,,,False,False,-1415,none,
CLIENT_196_003,13-12-2023,15-02-2024,Client Project,COMPLETE,EMP22,EMP22,CLIENT_196,,Value Creation,False,False,-863,none,
CLIENT_18_016,01-10-2021,31-10-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1700,none,
CLIENT_81_003,16-07-2019,01-12-2019,Client Project,COMPLETE,EMP308,EMP308,CLIENT_81,,,False,False,-2400,none,
CLIENT_18_012,02-05-2022,31-05-2022,Client Project,COMPLETE,EMP263,EMP683,CLIENT_18,,,False,False,-1488,none,
CLIENT_9_053,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP385,EMP233,CLIENT_9,,,False,False,-1527,none,
CLIENT_53_013,02-01-2024,28-06-2024,Client Project,COMPLETE,EMP973,EMP550,CLIENT_53,,Managed Services,False,False,-729,none,
CLIENT_56_002,06-11-2025,19-12-2025,Client Project,COMPLETE,EMP704,EMP425,CLIENT_56,Data Engineering,Core Reporting,False,False,-190,none,Data Engineering
CLIENT_303_001,02-02-2026,30-03-2026,Client Project,COMPLETE,EMP172,EMP5,CLIENT_303,BI and Reporting,Core Reporting,False,False,-89,none,BI and Reporting
CLIENT_304_001,22-05-2023,01-06-2023,Client Project,COMPLETE,EMP436,EMP768,CLIENT_304,,,False,False,-1122,none,
CLIENT_170_003,16-12-2022,31-03-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_170,,,False,False,-1184,none,
CLIENT_40_003,22-09-2024,21-11-2024,Client Project,COMPLETE,EMP1011,EMP1011,CLIENT_40,,Value Creation,False,False,-583,none,
CLIENT_305_001,10-01-2022,04-02-2022,Client Project,COMPLETE,EMP263,EMP233,CLIENT_305,,,False,False,-1604,none,
CLIENT_127_019,01-04-2021,31-12-2023,BAU Activity,COMPLETE,EMP355,EMP355,CLIENT_127,,,False,False,-909,none,
CLIENT_306_001,09-09-2024,04-10-2024,Client Project,COMPLETE,EMP452,EMP240,CLIENT_306,Consulting,Exit Support,False,False,-631,none,Consulting
CLIENT_307_,01-01-2022,31-12-2030,Sales Activity,PROPOSE,EMP9,EMP9,CLIENT_307,,,False,False,1648,none,
CLIENT_136_003,01-06-2026,10-07-2026,Client Project,ACTIVE,EMP322,EMP443,CLIENT_136,Gen AI,Value Creation,True,False,13,30_days,Gen AI
CLIENT_2_002,11-08-2025,31-08-2025,Managed Services,COMPLETE,EMP308,EMP791,CLIENT_2,BI and Reporting;Data Engineering,Managed Services,False,False,-300,none,BI and Reporting
CLIENT_292_003,01-02-2019,28-02-2019,Client Project,COMPLETE,,,CLIENT_292,,,False,False,-2676,none,
CLIENT_1_004,30-10-2023,17-11-2023,Client Project,COMPLETE,,EMP535,CLIENT_1,,Due Diligence,False,False,-953,none,
CLIENT_39_060,20-10-2023,25-10-2023,Client Project,COMPLETE,EMP684,EMP684,CLIENT_39,,Due Diligence,False,False,-976,none,
CLIENT_18_007,01-11-2021,31-12-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1639,none,
CLIENT_9_121,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1415,none,
CLIENT_215_004,02-02-2026,02-03-2026,Client Project,COMPLETE,EMP322,EMP538,CLIENT_215,Data Engineering,Exit Support,False,False,-117,none,Data Engineering
CLIENT_286_004,20-05-2026,29-07-2026,Client Project,ACTIVE,EMP64,EMP98,CLIENT_286,BI and Reporting;Data Engineering;Consulting,Core Reporting,True,False,32,60_days,BI and Reporting
CLIENT_197_001,10-01-2022,31-05-2022,Client Project,COMPLETE,EMP385,EMP233,CLIENT_197,,,False,False,-1488,none,
CLIENT_143_001,10-06-2024,28-06-2024,Client Project,COMPLETE,EMP308,EMP308,CLIENT_143,,Data Advisory,False,False,-729,none,
CLIENT_57_008,18-03-2024,19-04-2024,Client Project,COMPLETE,EMP233,EMP673,CLIENT_57,Data Engineering,Core Reporting,False,False,-799,none,Data Engineering
CLIENT_17_003,29-05-2023,23-06-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_17,,,False,False,-1100,none,
CLIENT_42_007,17-04-2023,19-05-2023,Client Project,COMPLETE,EMP661,EMP661,CLIENT_42,,,False,False,-1135,none,
CLIENT_268_005,08-12-2025,08-02-2026,Client Project,COMPLETE,EMP811,EMP98,CLIENT_268,Data Engineering;BI and Reporting,Managed Services,False,False,-139,none,Data Engineering
CLIENT_135_003,20-02-2024,29-02-2024,Client Project,COMPLETE,EMP935,EMP398,CLIENT_135,Data Science,Core Reporting,False,False,-849,none,Data Science
CLIENT_43_011,25-07-2021,31-12-2021,Client Project,COMPLETE,EMP385,EMP385,CLIENT_43,,,False,False,-1639,none,
CLIENT_170_001,29-07-2022,05-08-2022,Client Project,COMPLETE,EMP958,EMP958,CLIENT_170,,,False,False,-1422,none,
CLIENT_308_001,23-06-2021,30-07-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_308,,,False,False,-1793,none,
CLIENT_75_006,22-06-2026,20-07-2026,Client Project,PROPOSE,EMP812,EMP231,CLIENT_75,Data Engineering;BI and Reporting,Core Reporting,False,False,23,none,Data Engineering
CLIENT_309_001,10-05-2026,14-06-2026,Client Project,ACTIVE,EMP937,EMP237,CLIENT_309,Data Engineering;BI and Reporting;Consulting,Data Advisory,True,True,-13,none,Data Engineering
CLIENT_9_054,14-03-2022,22-04-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1527,none,
CLIENT_194_004,24-08-2025,09-09-2025,Client Project,COMPLETE,EMP557,EMP683,CLIENT_194,BI and Reporting,Core Reporting,False,False,-291,none,BI and Reporting
CLIENT_9_092,02-05-2022,10-06-2022,Internal Project,COMPLETE,EMP308,EMP308,CLIENT_9,,,False,False,-1478,none,
CLIENT_53_008,04-02-2019,31-12-2019,Client Project,COMPLETE,EMP700,EMP700,CLIENT_53,,,False,False,-2370,none,
CLIENT_310_003,14-02-2022,23-02-2022,Client Project,COMPLETE,EMP768,EMP233,CLIENT_310,,,False,False,-1585,none,
CLIENT_8_007,15-10-2023,31-05-2026,Managed Services,COMPLETE,EMP479,EMP102,CLIENT_8,TechOps and Automation,Managed Services,False,False,-27,none,TechOps and Automation
CLIENT_299_003,26-04-2024,03-05-2024,Client Project,COMPLETE,EMP833,EMP833,CLIENT_299,,Core Reporting,False,False,-785,none,
CLIENT_23_010,03-12-2024,19-09-2025,Client Project,COMPLETE,EMP306,EMP306,CLIENT_23,BI and Reporting,Exit Support,False,False,-281,none,BI and Reporting
CLIENT_120_002,27-06-2022,09-09-2022,Client Project,COMPLETE,EMP903,EMP903,CLIENT_120,,,False,False,-1387,none,
CLIENT_13_008,29-09-2019,30-06-2020,Client Project,COMPLETE,EMP533,EMP533,CLIENT_13,,,False,False,-2188,none,
CLIENT_210_003,14-04-2025,25-04-2026,Managed Services,COMPLETE,EMP333,EMP195,CLIENT_210,Gen AI,Managed Services,False,False,-63,none,Gen AI
CLIENT_280_001,01-08-2018,30-11-2019,Client Project,COMPLETE,EMP533,EMP533,CLIENT_280,,,False,False,-2401,none,
CLIENT_36_004,16-02-2026,13-04-2026,Client Project,ACTIVE,EMP688,EMP636,CLIENT_36,Data Engineering,Exit Support,True,True,-75,none,Data Engineering
CLIENT_12_016,01-01-2024,29-03-2024,Client Project,COMPLETE,EMP676,EMP277,CLIENT_12,Software Development and LLMs,Managed Services,False,False,-820,none,Software Development and LLMs
CLIENT_311_002,13-10-2025,11-01-2026,Client Project,COMPLETE,EMP346,EMP683,CLIENT_311,Data Engineering;Gen AI,Exit Support,False,False,-167,none,Data Engineering
CLIENT_302_001,06-07-2025,26-07-2025,Client Project,COMPLETE,EMP62,EMP959,CLIENT_302,BI and Reporting,Data Advisory,False,False,-336,none,BI and Reporting
CLIENT_199_001,07-06-2023,04-07-2023,Client Project,COMPLETE,EMP173,EMP173,CLIENT_199,,,False,False,-1089,none,
CLIENT_312_001,16-03-2026,27-04-2026,Client Project,CLOSED,EMP1021,EMP973,CLIENT_312,BI and Reporting;Data Engineering,Core Reporting,False,False,-61,none,BI and Reporting
CLIENT_130_002,25-11-2024,27-06-2025,Client Project,COMPLETE,EMP393,EMP210,CLIENT_130,Data Engineering,Core Reporting,False,False,-365,none,Data Engineering
CLIENT_20_028,17-04-2023,28-04-2023,Client Project,COMPLETE,EMP51,EMP51,CLIENT_20,,,False,False,-1156,none,
CLIENT_39_013,21-06-2021,01-07-2021,Client Project,COMPLETE,EMP33,,CLIENT_39,,,False,False,-1822,none,
CLIENT_25_010,01-11-2022,31-01-2023,Client Project,COMPLETE,EMP696,EMP233,CLIENT_25,,,False,False,-1243,none,
CLIENT_308_003,31-01-2022,30-06-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_308,,,False,False,-1458,none,
CLIENT_9_180,02-01-2024,31-01-2024,Client Project,COMPLETE,EMP443,EMP443,CLIENT_9,Software Development and LLMs,Other,False,False,-878,none,Software Development and LLMs
CLIENT_313_001,23-03-2026,30-03-2026,Client Project,COMPLETE,EMP479,EMP479,CLIENT_313,Data Engineering,Data Advisory,False,False,-89,none,Data Engineering
CLIENT_9_161,16-01-2023,31-12-2023,Internal Project,COMPLETE,EMP248,EMP248,CLIENT_9,,,False,False,-909,none,
CLIENT_127_020,01-02-2019,31-12-2025,BAU Activity,COMPLETE,EMP39,EMP39,CLIENT_127,,,False,False,-178,none,
CLIENT_314_001,18-04-2022,09-05-2022,Client Project,COMPLETE,EMP474,EMP676,CLIENT_314,,,False,False,-1510,none,
CLIENT_9_055,22-11-2021,31-12-2022,Internal Project,COMPLETE,EMP263,,CLIENT_9,,,False,False,-1274,none,
CLIENT_25_002,01-06-2020,30-06-2020,Client Project,COMPLETE,EMP903,EMP903,CLIENT_25,,Managed Services,False,False,-2188,none,
CLIENT_134_005,07-02-2022,11-03-2022,Client Project,COMPLETE,EMP474,EMP474,CLIENT_134,,,False,False,-1569,none,
CLIENT_273_001,20-05-2024,27-05-2024,Client Project,COMPLETE,EMP661,EMP1011,CLIENT_273,Analytical Engineering,Core Reporting,False,False,-761,none,Analytical Engineering
CLIENT_228_004,20-05-2025,31-05-2025,Client Project,COMPLETE,EMP322,EMP322,CLIENT_228,Data Engineering;BI and Reporting,Exit Support,False,False,-392,none,Data Engineering
CLIENT_199_003,22-08-2023,25-08-2023,Client Project,COMPLETE,EMP474,EMP474,CLIENT_199,,,False,False,-1037,none,
CLIENT_9_152,20-09-2022,02-12-2022,Internal Project,COMPLETE,EMP1036,EMP1036,CLIENT_9,,,False,False,-1303,none,
CLIENT_243_009,08-09-2025,02-11-2025,Client Project,COMPLETE,EMP812,EMP490,CLIENT_243,Data Engineering;Full Stack Engineering,Managed Services,False,False,-237,none,Data Engineering
CLIENT_315_002,31-05-2024,17-07-2024,Client Project,COMPLETE,,EMP252,CLIENT_315,Data Engineering,Core Reporting,False,False,-710,none,Data Engineering
CLIENT_316_002,18-10-2021,06-11-2021,Client Project,COMPLETE,EMP845,EMP535,CLIENT_316,,,False,False,-1694,none,
CLIENT_136_001,12-01-2026,09-02-2026,Client Project,COMPLETE,EMP655,EMP594,CLIENT_136,Data Engineering;BI and Reporting;Full Stack Engineering,Core Reporting,False,False,-138,none,Data Engineering
CLIENT_86_028,15-12-2025,23-01-2026,Client Project,COMPLETE,EMP1036,EMP803,CLIENT_86,NOT_MAPPED,Due Diligence,False,False,-155,none,NOT_MAPPED
CLIENT_10_014,16-03-2026,20-04-2026,Client Project,DEAL WON,,EMP288,CLIENT_10,BI and Reporting;Data Engineering,Core Reporting,True,False,-68,30_days,BI and Reporting
CLIENT_317_002,13-01-2021,31-03-2021,Client Project,COMPLETE,EMP308,EMP308,CLIENT_317,,,False,False,-1914,none,
CLIENT_189_001,02-09-2024,30-09-2024,Client Project,COMPLETE,EMP732,EMP231,CLIENT_189,Data Engineering,Core Reporting,False,False,-635,none,Data Engineering
CLIENT_298_001,15-11-2024,28-03-2025,Client Project,COMPLETE,EMP994,EMP591,CLIENT_298,Data Science,Value Creation,False,False,-456,none,Data Science
CLIENT_20_032,01-08-2023,27-10-2023,Client Project,COMPLETE,EMP22,EMP22,CLIENT_20,,Managed Services,False,False,-974,none,
CLIENT_39_047,26-05-2023,31-05-2023,Client Project,COMPLETE,EMP233,EMP233,CLIENT_39,,,False,False,-1123,none,
CLIENT_48_001,17-10-2022,13-01-2023,Client Project,COMPLETE,EMP596,EMP596,CLIENT_48,,,False,False,-1261,none,
CLIENT_315_001,13-02-2024,16-02-2024,Client Project,COMPLETE,EMP306,EMP233,CLIENT_315,Data Engineering,Core Reporting,False,False,-862,none,Data Engineering
CLIENT_9_217,01-08-2024,31-12-2024,Internal Project,COMPLETE,EMP233,EMP20,CLIENT_9,,,False,False,-543,none,
CLIENT_318_002,02-03-2026,30-03-2026,Client Project,PROPOSE,EMP692,EMP231,CLIENT_318,Consulting,Data Advisory,False,False,-89,none,Consulting
CLIENT_165_010,08-04-2019,31-07-2019,Client Project,COMPLETE,EMP385,EMP385,CLIENT_165,,,False,False,-2523,none,
CLIENT_18_003,05-04-2021,02-07-2021,Client Project,COMPLETE,EMP263,,CLIENT_18,,,False,False,-1821,none,
CLIENT_310_002,15-11-2021,10-12-2021,Client Project,COMPLETE,EMP768,EMP233,CLIENT_310,,,False,False,-1660,none,
CLIENT_22_003,03-10-2022,17-02-2023,Client Project,COMPLETE,EMP1031,EMP438,CLIENT_22,,,False,False,-1226,none,
CLIENT_319_001,23-08-2021,30-04-2022,Client Project,COMPLETE,EMP210,EMP438,CLIENT_319,,,False,False,-1519,none,
CLIENT_33_002,16-09-2019,04-10-2019,Client Project,COMPLETE,EMP801,EMP801,CLIENT_33,,,False,False,-2458,none,
CLIENT_9_229,17-09-2024,21-03-2025,Client Project,COMPLETE,EMP939,EMP676,CLIENT_9,Software Development and LLMs,Other,False,False,-463,none,Software Development and LLMs
CLIENT_171_002,18-04-2021,30-04-2021,Client Project,COMPLETE,EMP22,EMP791,CLIENT_171,,,False,False,-1884,none,
CLIENT_28_002,04-05-2020,30-06-2020,Client Project,COMPLETE,EMP700,EMP9,CLIENT_28,,,False,False,-2188,none,
CLIENT_9_228,09-09-2024,04-11-2024,Client Project,COMPLETE,EMP314,EMP293,CLIENT_9,,Other,False,False,-600,none,
CLIENT_127_021,01-02-2019,28-02-2019,BAU Activity,COMPLETE,EMP355,EMP355,CLIENT_127,,,False,False,-2676,none,
CLIENT_127_022,01-06-2022,31-12-2025,BAU Activity,COMPLETE,EMP958,EMP5,CLIENT_127,,,False,False,-178,none,
CLIENT_12_009,01-01-2023,31-03-2023,Client Project,COMPLETE,EMP676,EMP516,CLIENT_12,,,False,False,-1184,none,
CLIENT_12_011,05-06-2023,31-08-2023,Client Project,COMPLETE,EMP676,EMP676,CLIENT_12,,Managed Services,False,False,-1031,none,
CLIENT_239_001,13-04-2025,09-05-2025,Client Project,COMPLETE,EMP557,EMP1011,CLIENT_239,BI and Reporting;Data Engineering,Data Advisory,False,False,-414,none,BI and Reporting
CLIENT_192_001,21-07-2025,18-08-2025,Client Project,COMPLETE,EMP655,EMP698,CLIENT_192,BI and Reporting,Core Reporting,False,False,-313,none,BI and Reporting
CLIENT_254_001,27-05-2024,31-03-2025,Client Project,COMPLETE,EMP994,EMP231,CLIENT_254,Data Engineering,Core Reporting,False,False,-453,none,Data Engineering
CLIENT_295_001,08-10-2024,18-11-2024,Client Project,COMPLETE,EMP668,EMP535,CLIENT_295,Consulting,Data Advisory,False,False,-586,none,Consulting
CLIENT_189_002,30-09-2024,22-12-2024,Client Project,COMPLETE,,EMP231,CLIENT_189,Data Engineering,Core Reporting,False,False,-552,none,Data Engineering
CLIENT_276_001,22-06-2020,31-08-2020,Client Project,COMPLETE,EMP263,,CLIENT_276,,,False,False,-2126,none,
CLIENT_122_008,18-05-2026,15-06-2026,Client Project,SOW PENDING SIGNATURE,EMP997,EMP997,CLIENT_122,Data Engineering;BI and Reporting,Core Reporting,False,False,-12,none,Data Engineering
CLIENT_276_003,01-04-2021,10-07-2024,Client Project,COMPLETE,EMP676,EMP277,CLIENT_276,,,False,False,-717,none,
CLIENT_43_003,01-07-2020,31-03-2021,Client Project,COMPLETE,,,CLIENT_43,,,False,False,-1914,none,
CLIENT_9_141,12-09-2022,30-12-2022,Internal Project,COMPLETE,EMP385,EMP385,CLIENT_9,,,False,False,-1275,none,
CLIENT_15_004,15-01-2025,25-07-2025,Client Project,COMPLETE,EMP62,EMP973,CLIENT_15,Data Engineering,Core Reporting,False,False,-337,none,Data Engineering
CLIENT_9_178,07-05-2023,29-12-2023,Client Project,COMPLETE,,EMP973,CLIENT_9,,,False,False,-911,none,
CLIENT_41_002,26-07-2020,09-10-2020,Client Project,COMPLETE,EMP308,EMP308,CLIENT_41,,,False,False,-2087,none,
CLIENT_37_003,11-10-2024,31-08-2026,Managed Services,ACTIVE,EMP320,EMP20,CLIENT_37,Data Engineering;BI and Reporting,Managed Services,True,False,65,90_days,Data Engineering
CLIENT_127_023,04-02-2019,31-12-2024,BAU Activity,COMPLETE,EMP355,EMP355,CLIENT_127,,,False,False,-543,none,
CLIENT_72_014,05-01-2026,17-04-2026,Client Project,COMPLETE,EMP64,EMP245,CLIENT_72,Gen AI,Value Creation,False,False,-71,none,Gen AI
CLIENT_171_005,14-12-2022,18-12-2022,Client Project,COMPLETE,EMP233,EMP233,CLIENT_171,,Value Creation,False,False,-1287,none,
CLIENT_248_002,10-11-2025,16-02-2026,Client Project,COMPLETE,EMP479,EMP959,CLIENT_248,Consulting;BI and Reporting;Data Engineering,Core Reporting,False,False,-131,none,Consulting
CLIENT_197_003,12-09-2022,30-09-2022,Client Project,COMPLETE,EMP385,EMP385,CLIENT_197,,,False,False,-1366,none,
CLIENT_9_120,04-07-2022,12-08-2022,Internal Project,COMPLETE,EMP533,EMP210,CLIENT_9,,,False,False,-1415,none,
CLIENT_9_097,16-05-2022,30-09-2022,Internal Project,COMPLETE,EMP233,EMP233,CLIENT_9,,,False,False,-1366,none,
CLIENT_120_004,26-09-2022,04-11-2022,Client Project,COMPLETE,EMP903,EMP903,CLIENT_120,,,False,False,-1331,none,
CLIENT_320_002,01-02-2022,23-02-2022,Client Project,COMPLETE,,,CLIENT_320,,,False,False,-1585,none,
CLIENT_5_005,11-01-2021,31-05-2021,Client Project,COMPLETE,,,CLIENT_5,,,False,False,-1853,none,
CLIENT_22_001,26-06-2022,31-07-2022,Client Project,COMPLETE,EMP1031,EMP845,CLIENT_22,,,False,False,-1427,none,
CLIENT_28_012,01-11-2021,19-11-2021,Client Project,COMPLETE,EMP263,,CLIENT_28,,,False,False,-1681,none,
CLIENT_40_004,25-11-2024,30-11-2025,Managed Services,COMPLETE,EMP732,EMP68,CLIENT_40,Data Engineering,Managed Services,False,False,-209,none,Data Engineering
CLIENT_321_001,04-11-2025,16-12-2025,Client Project,PROPOSE,EMP751,EMP751,CLIENT_321,TechOps and Automation,Managed Service,False,False,-193,none,TechOps and Automation
CLIENT_72_006,08-07-2024,04-04-2025,Client Project,COMPLETE,EMP64,EMP836,CLIENT_72,,Core Reporting,False,False,-449,none,
CLIENT_65_006,15-05-2022,29-07-2022,Client Project,COMPLETE,EMP308,EMP308,CLIENT_65,,,False,False,-1429,none,
CLIENT_322_001,30-03-2026,18-05-2026,Client Project,COMPLETE,EMP661,EMP1000,CLIENT_322,Consulting;BI and Reporting,Exit Support,False,False,-40,none,Consulting
CLIENT_72_005,28-08-2023,30-10-2023,Client Project,COMPLETE,EMP684,EMP559,CLIENT_72,,,False,False,-971,none,
CLIENT_1_006,02-04-2024,29-04-2024,Client Project,COMPLETE,EMP173,EMP173,CLIENT_1,,Due Diligence,False,False,-789,none,
CLIENT_49_007,01-12-2025,19-12-2025,Client Project,COMPLETE,EMP974,EMP397,CLIENT_49,Data Engineering;Data Science & ML,Value Creation,False,False,-190,none,Data Engineering
CLIENT_40_007,01-12-2025,02-02-2026,Client Project,COMPLETE,EMP732,EMP68,CLIENT_40,Data Science & ML,Value Creation,False,False,-145,none,Data Science & ML
CLIENT_21_018,21-10-2024,24-11-2024,Client Project,COMPLETE,EMP277,EMP277,CLIENT_21,Full Stack Engineering,Managed Services,False,False,-580,none,Full Stack Engineering
